Databank for timer 1
111 2 0 -0.00518036 -362610
112 2 0 -0.00518036 -362610
113 2 0 -0.00518036 -362610
114 2 0 -0.00518036 -362610
115 2 0 -0.00673676 -365154
116 2 0 -0.00673676 -365154
117 2 0 -0.00673676 -365154
118 2 0 -0.00673676 -365154
119 2 0 -0.00673676 -365154
120 2 0 -0.00673676 -365154
121 2 0 -0.00673676 -365154
122 2 0 -0.00673676 -365154
123 2 0 -0.00299072 -367050
124 2 0 -0.00299072 -367050
125 2 0 -0.00299072 -367050
126 2 0 -0.00299072 -367050
127 2 0 -0.00299072 -367050
128 2 0 -0.00299072 -367050
129 2 0 -0.00299072 -367050
130 2 0 -0.00372314 -369578
131 2 0 -0.00372314 -369578
132 2 0 -0.00372314 -369578
133 2 0 -0.00372314 -369578
134 2 0 -0.00372314 -369578
135 2 0 -0.00372314 -369578
136 2 0 -0.00372314 -369578
137 2 0 -0.00372314 -369578
138 2 0 -0.00498962 -370758
139 2 0 -0.00498962 -370758
140 2 0 -0.00498962 -370758
141 2 0 -0.00498962 -370758
142 2 0 -0.00498962 -370758
143 2 0 -0.00498962 -370758
144 2 0 -0.00498962 -370758
145 2 0 -0.00545502 -372194
146 2 0 -0.00545502 -372194
147 2 0 -0.00545502 -372194
148 2 0 -0.00545502 -372194
149 2 0 -0.00545502 -372194
150 2 0 -0.00545502 -372194
151 2 0 -0.00545502 -372194
152 2 0 -0.0036087 -373722
153 2 0 -0.0036087 -373722
154 2 0 -0.0036087 -373722
155 2 0 -0.0036087 -373722
156 2 0 -0.0036087 -373722
157 2 0 -0.0036087 -373722
158 2 0 -0.0036087 -373722
159 2 0 -0.00389099 -375358
160 2 0 -0.00389099 -375358
161 2 0 -0.00389099 -375358
162 2 0 -0.00389099 -375358
163 2 0 -0.00389099 -375358
164 2 0 -0.00389099 -375358
165 2 0 -0.00389099 -375358
166 2 0 -0.00338745 -377282
167 2 0 -0.00338745 -377282
168 2 -0.02 -0.00338745 -377282
169 2 -0.02 -0.00338745 -377282
170 2 -0.02 -0.00338745 -377282
171 2 -0.02 -0.00338745 -377282
172 2 -0.02 -0.00338745 -377282
173 2 -0.02 -0.00338745 -377282
174 2 -0.02 -0.00733185 -355204
175 2 -0.02 -0.00733185 -355204
176 2 -0.02 -0.00733185 -355204
177 2 -0.02 -0.00733185 -355204
178 2 -0.02 -0.00733185 -355204
179 2 -0.02 -0.00733185 -355204
180 2 -0.02 -0.00733185 -355204
181 2 -0.02 -0.00868988 -333281
182 2 -0.02 -0.00868988 -333281
183 2 -0.02 -0.00868988 -333281
184 2 -0.02 -0.00868988 -333281
185 2 -0.02 -0.00868988 -333281
186 2 -0.02 -0.00868988 -333281
187 2 -0.02 -0.00868988 -333281
188 2 -0.02 -0.00978088 -311612
189 2 -0.02 -0.00978088 -311612
190 2 -0.02 -0.00978088 -311612
191 2 -0.02 -0.00978088 -311612
192 2 -0.02 -0.00978088 -311612
193 2 -0.02 -0.00978088 -311612
194 2 -0.02 -0.00978088 -311612
195 2 -0.02 -0.00978088 -311612
196 2 -0.02 -0.0110626 -289021
197 2 -0.02 -0.0110626 -289021
198 2 -0.02 -0.0110626 -289021
199 2 -0.02 -0.0110626 -289021
200 2 -0.02 -0.0110626 -289021
201 2 -0.02 -0.0110626 -289021
202 2 -0.02 -0.0110626 -289021
203 2 -0.02 -0.0123062 -268603
204 2 -0.02 -0.0123062 -268603
205 2 -0.02 -0.0123062 -268603
206 2 -0.02 -0.0123062 -268603
207 2 -0.02 -0.0123062 -268603
208 2 -0.02 -0.0123062 -268603
209 2 -0.02 -0.0123062 -268603
210 2 -0.02 -0.0107727 -247060
211 2 -0.02 -0.0107727 -247060
212 2 -0.02 -0.0107727 -247060
213 2 -0.02 -0.0107727 -247060
214 2 -0.02 -0.0107727 -247060
215 2 -0.02 -0.0107727 -247060
216 2 -0.02 -0.0107727 -247060
217 2 -0.02 -0.011261 -224585
218 2 -0.02 -0.011261 -224585
219 2 -0.02 -0.011261 -224585
220 2 -0.02 -0.011261 -224585
221 2 -0.02 -0.011261 -224585
222 2 -0.02 -0.011261 -224585
223 2 -0.02 -0.011261 -224585
224 2 -0.02 -0.011261 -224585
225 2 -0.02 -0.0141068 -203995
226 2 -0.02 -0.0141068 -203995
227 2 -0.02 -0.0141068 -203995
228 2 -0.02 -0.0141068 -203995
229 2 -0.02 -0.0141068 -203995
230 2 -0.02 -0.0141068 -203995
231 2 -0.02 -0.0141068 -203995
232 2 -0.02 -0.0176086 -183641
233 2 -0.02 -0.0176086 -183641
234 2 -0.02 -0.0176086 -183641
235 2 -0.02 -0.0176086 -183641
236 2 -0.02 -0.0176086 -183641
237 2 -0.02 -0.0176086 -183641
238 2 -0.02 -0.0176086 -183641
239 2 -0.02 -0.0176086 -183641
240 2 -0.02 -0.0187988 -162226
241 2 -0.02 -0.0187988 -162226
242 2 -0.02 -0.0187988 -162226
243 2 -0.02 -0.0187988 -162226
244 2 -0.02 -0.0187988 -162226
245 2 -0.02 -0.0187988 -162226
246 2 -0.02 -0.0187988 -162226
247 2 -0.02 -0.0187988 -162226
248 2 -0.02 -0.0193024 -143513
249 2 -0.02 -0.0193024 -143513
250 2 -0.02 -0.0193024 -143513
251 2 -0.02 -0.0193024 -143513
252 2 -0.02 -0.0193024 -143513
253 2 -0.02 -0.0193024 -143513
254 2 -0.02 -0.0193024 -143513
255 2 -0.02 -0.0193024 -143513
256 2 -0.02 -0.0221176 -121170
257 2 -0.02 -0.0221176 -121170
258 2 -0.02 -0.0221176 -121170
259 2 -0.02 -0.0221176 -121170
260 2 -0.02 -0.0221176 -121170
261 2 -0.02 -0.0221176 -121170
262 2 -0.02 -0.0221176 -121170
263 2 -0.02 -0.0221176 -121170
264 2 -0.02 -0.0224457 -100233
265 2 -0.04 -0.0224457 -100233
266 2 -0.04 -0.0224457 -100233
267 2 -0.04 -0.0224457 -100233
268 2 -0.04 -0.0224457 -100233
269 2 -0.04 -0.0224457 -100233
270 2 -0.04 -0.0224457 -100233
271 2 -0.04 -0.0275269 -80465
272 2 -0.06 -0.0275269 -80465
273 2 -0.06 -0.0275269 -80465
274 2 -0.06 -0.0275269 -80465
275 2 -0.06 -0.0275269 -80465
276 2 -0.06 -0.0275269 -80465
277 2 -0.06 -0.0275269 -80465
278 2 -0.06 -0.0275269 -80465
279 2 -0.06 -0.0312729 -61134
280 2 -0.08 -0.0312729 -61134
281 2 -0.08 -0.0312729 -61134
282 2 -0.08 -0.0312729 -61134
283 2 -0.08 -0.0312729 -61134
284 2 -0.1 -0.0312729 -61134
285 2 -0.1 -0.0312729 -61134
286 2 -0.1 -0.0312729 -61134
287 2 -0.1 -0.0367584 -43654
288 2 -0.12 -0.0367584 -43654
289 2 -0.12 -0.0367584 -43654
290 2 -0.12 -0.0367584 -43654
291 2 -0.12 -0.0367584 -43654
292 2 -0.12 -0.0367584 -43654
293 2 -0.12 -0.0367584 -43654
294 2 -0.12 -0.0419464 -26260
295 2 -0.14 -0.0419464 -26260
296 2 -0.14 -0.0419464 -26260
297 2 -0.14 -0.0419464 -26260
298 2 -0.14 -0.0419464 -26260
299 2 -0.14 -0.0419464 -26260
300 2 -0.14 -0.0419464 -26260
301 2 -0.14 -0.0443115 -8555
302 2 -0.16 -0.0443115 -8555
303 2 -0.16 -0.0443115 -8555
304 2 -0.16 -0.0443115 -8555
305 2 -0.16 -0.0443115 -8555
306 2 -0.16 -0.0443115 -8555
307 2 -0.16 -0.0443115 -8555
308 2 -0.16 -0.0510559 -38
309 2 -0.18 -0.0510559 -38
310 2 -0.18 -0.0510559 -38
311 2 -0.18 -0.0510559 -38
312 2 -0.18 -0.0510559 -38
313 2 -0.18 -0.0510559 -38
314 2 -0.18 -0.0510559 -38
315 2 -0.18 -0.0573502 -8
316 2 -0.2 -0.0573502 -8
317 2 -0.22 -0.0573502 -8
318 2 -0.22 -0.0573502 -8
319 2 -0.22 -0.0573502 -8
320 2 -0.22 -0.0573502 -8
321 2 -0.22 -0.0573502 -8
322 2 -0.22 -0.0573502 -8
323 2 -0.22 -0.0631866 -4
324 2 -0.24 -0.0631866 -4
325 2 -0.24 -0.0631866 -4
326 2 -0.24 -0.0631866 -4
327 2 -0.24 -0.0631866 -4
328 2 -0.24 -0.0631866 -4
329 2 -0.24 -0.0631866 -4
330 2 -0.26 -0.0712357 30
331 2 -0.26 -0.0712357 30
332 2 -0.26 -0.0712357 30
333 2 -0.26 -0.0712357 30
334 2 -0.26 -0.0712357 30
335 2 -0.26 -0.0712357 30
336 2 -0.26 -0.0712357 30
337 2 -0.26 -0.0712357 30
338 2 -0.28 -0.080513 -9
339 2 -0.28 -0.080513 -9
340 2 -0.28 -0.080513 -9
341 2 -0.28 -0.080513 -9
342 2 -0.28 -0.080513 -9
343 2 -0.28 -0.080513 -9
344 2 -0.28 -0.080513 -9
345 2 -0.28 -0.080513 -9
346 2 -0.3 -0.0875244 17
347 2 -0.3 -0.0875244 17
348 2 -0.3 -0.0875244 17
349 2 -0.3 -0.0875244 17
350 2 -0.3 -0.0875244 17
351 2 -0.3 -0.0875244 17
352 2 -0.3 -0.0875244 17
353 2 -0.32 -0.0875244 17
354 2 -0.32 -0.0980759 26
355 2 -0.34 -0.0980759 26
356 2 -0.34 -0.0980759 26
357 2 -0.34 -0.0980759 26
358 2 -0.34 -0.0980759 26
359 2 -0.34 -0.0980759 26
360 2 -0.34 -0.0980759 26
361 2 -0.34 -0.0980759 26
362 2 -0.36 -0.109322 -5
363 2 -0.36 -0.109322 -5
364 2 -0.36 -0.109322 -5
365 2 -0.36 -0.109322 -5
366 2 -0.36 -0.109322 -5
367 2 -0.36 -0.109322 -5
368 2 -0.36 -0.109322 -5
369 2 -0.36 -0.109322 -5
370 2 -0.38 -0.12117 2
371 2 -0.38 -0.12117 2
372 2 -0.38 -0.12117 2
373 2 -0.38 -0.12117 2
374 2 -0.38 -0.12117 2
375 2 -0.38 -0.12117 2
376 2 -0.38 -0.12117 2
377 2 -0.38 -0.133202 -21
378 2 -0.4 -0.133202 -21
379 2 -0.4 -0.133202 -21
380 2 -0.4 -0.133202 -21
381 2 -0.4 -0.133202 -21
382 2 -0.4 -0.133202 -21
383 2 -0.4 -0.133202 -21
384 2 -0.4 -0.144341 8
385 2 -0.42 -0.144341 8
386 2 -0.42 -0.144341 8
387 2 -0.42 -0.144341 8
388 2 -0.42 -0.144341 8
389 2 -0.44 -0.144341 8
390 2 -0.44 -0.144341 8
391 2 -0.44 -0.144341 8
392 2 -0.44 -0.155754 -1
393 2 -0.46 -0.155754 -1
394 2 -0.46 -0.155754 -1
395 2 -0.46 -0.155754 -1
396 2 -0.46 -0.155754 -1
397 2 -0.46 -0.155754 -1
398 2 -0.46 -0.155754 -1
399 2 -0.46 -0.168343 16
400 2 -0.48 -0.168343 16
401 2 -0.48 -0.168343 16
402 2 -0.48 -0.168343 16
403 2 -0.48 -0.168343 16
404 2 -0.48 -0.168343 16
405 2 -0.48 -0.168343 16
406 2 -0.48 -0.181625 -7
407 2 -0.5 -0.181625 -7
408 2 -0.5 -0.181625 -7
409 2 -0.5 -0.181625 -7
410 2 -0.5 -0.181625 -7
411 2 -0.5 -0.181625 -7
412 2 -0.5 -0.181625 -7
413 2 -0.5 -0.194878 -2693
414 2 -0.52 -0.194878 -2693
415 2 -0.52 -0.194878 -2693
416 2 -0.52 -0.194878 -2693
417 2 -0.52 -0.194878 -2693
418 2 -0.52 -0.194878 -2693
419 2 -0.52 -0.194878 -2693
420 2 -0.52 -0.206444 -24
421 2 -0.54 -0.206444 -24
422 2 -0.54 -0.206444 -24
423 2 -0.54 -0.206444 -24
424 2 -0.56 -0.206444 -24
425 2 -0.56 -0.206444 -24
426 2 -0.56 -0.206444 -24
427 2 -0.56 -0.220703 20
428 2 -0.58 -0.220703 20
429 2 -0.58 -0.220703 20
430 2 -0.58 -0.220703 20
431 2 -0.58 -0.220703 20
432 2 -0.58 -0.220703 20
433 2 -0.58 -0.220703 20
434 2 -0.58 -0.234879 15
435 2 -0.6 -0.234879 15
436 2 -0.6 -0.234879 15
437 2 -0.6 -0.234879 15
438 2 -0.6 -0.234879 15
439 2 -0.6 -0.234879 15
440 2 -0.6 -0.234879 15
441 2 -0.6 -0.234879 15
442 2 -0.6 -0.248505 -14
443 2 -0.62 -0.248505 -14
444 2 -0.62 -0.248505 -14
445 2 -0.62 -0.248505 -14
446 2 -0.62 -0.248505 -14
447 2 -0.62 -0.248505 -14
448 2 -0.62 -0.248505 -14
449 2 -0.62 -0.262177 -2
450 2 -0.64 -0.262177 -2
451 2 -0.64 -0.262177 -2
452 2 -0.64 -0.262177 -2
453 2 -0.64 -0.262177 -2
454 2 -0.64 -0.262177 -2
455 2 -0.64 -0.262177 -2
456 2 -0.64 -0.262177 -2
457 2 -0.66 -0.277298 -23
458 2 -0.66 -0.277298 -23
459 2 -0.66 -0.277298 -23
460 2 -0.66 -0.277298 -23
461 2 -0.66 -0.277298 -23
462 2 -0.66 -0.277298 -23
463 2 -0.66 -0.277298 -23
464 2 -0.66 -0.277298 -23
465 2 -0.7 -0.29081 14
466 2 -0.7 -0.29081 14
467 2 -0.7 -0.29081 14
468 2 -0.7 -0.29081 14
469 2 -0.7 -0.29081 14
470 2 -0.7 -0.29081 14
471 2 -0.7 -0.29081 14
472 2 -0.7 -0.29081 14
473 2 -0.7 -0.304298 8
474 2 -0.72 -0.304298 8
475 2 -0.72 -0.304298 8
476 2 -0.72 -0.304298 8
477 2 -0.72 -0.304298 8
478 2 -0.72 -0.304298 8
479 2 -0.72 -0.304298 8
480 2 -0.72 -0.304298 8
481 2 -0.72 -0.320946 -15
482 2 -0.76 -0.320946 -15
483 2 -0.76 -0.320946 -15
484 2 -0.76 -0.320946 -15
485 2 -0.76 -0.320946 -15
486 2 -0.76 -0.320946 -15
487 2 -0.76 -0.320946 -15
488 2 -0.76 -0.320946 -15
489 2 -0.76 -0.338577 -16
490 2 -0.78 -0.338577 -16
491 2 -0.78 -0.338577 -16
492 2 -0.78 -0.338577 -16
493 2 -0.78 -0.338577 -16
494 2 -0.78 -0.338577 -16
495 2 -0.78 -0.338577 -16
496 2 -0.8 -0.354347 -7
497 2 -0.8 -0.354347 -7
498 2 -0.8 -0.354347 -7
499 2 -0.8 -0.354347 -7
500 2 -0.8 -0.354347 -7
501 2 -0.8 -0.354347 -7
502 2 -0.8 -0.354347 -7
503 2 -0.8 -0.369644 -3
504 2 -0.82 -0.369644 -3
505 2 -0.82 -0.369644 -3
506 2 -0.82 -0.369644 -3
507 2 -0.82 -0.369644 -3
508 2 -0.82 -0.369644 -3
509 2 -0.82 -0.369644 -3
510 2 -0.82 -0.369644 -3
511 2 -0.82 -0.387756 -69
512 2 -0.84 -0.387756 -69
513 2 -0.84 -0.387756 -69
514 2 -0.86 -0.387756 -69
515 2 -0.86 -0.387756 -69
516 2 -0.86 -0.387756 -69
517 2 -0.86 -0.387756 -69
518 2 -0.86 -0.387756 -69
519 2 -0.86 -0.403481 -36
520 2 -0.88 -0.403481 -36
521 2 -0.88 -0.403481 -36
522 2 -0.88 -0.403481 -36
523 2 -0.88 -0.403481 -36
524 2 -0.88 -0.403481 -36
525 2 -0.88 -0.403481 -36
526 2 -0.88 -0.41954 -22
527 2 -0.9 -0.41954 -22
528 2 -0.9 -0.41954 -22
529 2 -0.9 -0.41954 -22
530 2 -0.9 -0.41954 -22
531 2 -0.9 -0.41954 -22
532 2 -0.9 -0.41954 -22
533 2 -0.9 -0.41954 -22
534 2 -0.92 -0.434219 0
535 2 -0.92 -0.434219 0
536 2 -0.92 -0.434219 0
537 2 -0.92 -0.434219 0
538 2 -0.92 -0.434219 0
539 2 -0.92 -0.434219 0
540 2 -0.92 -0.434219 0
541 2 -0.92 -0.452049 12
542 2 -0.94 -0.452049 12
543 2 -0.94 -0.452049 12
544 2 -0.94 -0.452049 12
545 2 -0.94 -0.452049 12
546 2 -0.94 -0.452049 12
547 2 -0.94 -0.452049 12
548 2 -0.94 -0.467789 -52
549 2 -0.96 -0.467789 -52
550 2 -0.96 -0.467789 -52
551 2 -0.96 -0.467789 -52
552 2 -0.96 -0.467789 -52
553 2 -0.96 -0.467789 -52
554 2 -0.96 -0.467789 -52
555 2 -0.96 -0.484123 27
556 2 -0.98 -0.484123 27
557 2 -0.98 -0.484123 27
558 2 -0.98 -0.484123 27
559 2 -0.98 -0.484123 27
560 2 -0.98 -0.484123 27
561 2 -0.98 -0.484123 27
562 2 -0.98 -0.484123 27
563 2 -0.98 -0.500526 -25
564 2 -0.98 -0.500526 -25
565 2 -0.98 -0.500526 -25
566 2 -0.98 -0.500526 -25
567 2 -0.98 -0.500526 -25
568 2 -0.98 -0.500526 -25
569 2 -0.98 -0.500526 -25
570 2 -0.98 -0.515381 -55
571 2 -0.98 -0.515381 -55
572 2 -0.98 -0.515381 -55
573 2 -0.98 -0.515381 -55
574 2 -0.98 -0.515381 -55
575 2 -0.98 -0.515381 -55
576 2 -0.98 -0.515381 -55
577 2 -0.98 -0.530502 -25
578 2 -0.96 -0.530502 -25
579 2 -0.96 -0.530502 -25
580 2 -0.96 -0.530502 -25
581 2 -0.96 -0.530502 -25
582 2 -0.96 -0.530502 -25
583 2 -0.96 -0.530502 -25
584 2 -0.96 -0.54454 -105
585 2 -0.96 -0.54454 -105
586 2 -0.96 -0.54454 -105
587 2 -0.96 -0.54454 -105
588 2 -0.96 -0.54454 -105
589 2 -0.96 -0.54454 -105
590 2 -0.96 -0.54454 -105
591 2 -0.96 -0.54454 -105
592 2 -0.96 -0.558868 -19
593 2 -0.96 -0.558868 -19
594 2 -0.96 -0.558868 -19
595 2 -0.96 -0.558868 -19
596 2 -0.96 -0.558868 -19
597 2 -0.96 -0.558868 -19
598 2 -0.96 -0.558868 -19
599 2 -0.96 -0.571831 -72
600 2 -0.96 -0.571831 -72
601 2 -0.96 -0.571831 -72
602 2 -0.96 -0.571831 -72
603 2 -0.96 -0.571831 -72
604 2 -0.96 -0.571831 -72
605 2 -0.96 -0.571831 -72
606 2 -0.96 -0.584938 21
607 2 -0.96 -0.584938 21
608 2 -0.96 -0.584938 21
609 2 -0.96 -0.584938 21
610 2 -0.96 -0.584938 21
611 2 -0.96 -0.584938 21
612 2 -0.96 -0.584938 21
613 2 -0.96 -0.598396 4
614 2 -0.96 -0.598396 4
615 2 -0.96 -0.598396 4
616 2 -0.96 -0.598396 4
617 2 -0.96 -0.598396 4
618 2 -0.96 -0.598396 4
619 2 -0.96 -0.598396 4
620 2 -0.96 -0.598396 4
621 2 -0.96 -0.611816 -13
622 2 -0.96 -0.611816 -13
623 2 -0.96 -0.611816 -13
624 2 -0.96 -0.611816 -13
625 2 -0.96 -0.611816 -13
626 2 -0.96 -0.611816 -13
627 2 -0.96 -0.611816 -13
628 2 -0.96 -0.611816 -13
629 2 -0.96 -0.624435 -106
630 2 -0.96 -0.624435 -106
631 2 -0.96 -0.624435 -106
632 2 -0.96 -0.624435 -106
633 2 -0.96 -0.624435 -106
634 2 -0.96 -0.624435 -106
635 2 -0.96 -0.624435 -106
636 2 -0.96 -0.636162 -4
637 2 -0.96 -0.636162 -4
638 2 -0.96 -0.636162 -4
639 2 -0.96 -0.636162 -4
640 2 -0.96 -0.636162 -4
641 2 -0.96 -0.636162 -4
642 2 -0.96 -0.636162 -4
643 2 -0.96 -0.636162 -4
644 2 -0.96 -0.648773 -9
645 2 -0.96 -0.648773 -9
646 2 -0.96 -0.648773 -9
647 2 -0.96 -0.648773 -9
648 2 -0.96 -0.648773 -9
649 2 -0.96 -0.648773 -9
650 2 -0.96 -0.648773 -9
651 2 -0.96 -0.660149 -24
652 2 -0.96 -0.660149 -24
653 2 -0.96 -0.660149 -24
654 2 -0.96 -0.660149 -24
655 2 -0.96 -0.660149 -24
656 2 -0.96 -0.660149 -24
657 2 -0.96 -0.660149 -24
658 2 -0.96 -0.660149 -24
659 2 -0.96 -0.67347 -124
660 2 -0.96 -0.67347 -124
661 2 -0.96 -0.67347 -124
662 2 -0.96 -0.67347 -124
663 2 -0.96 -0.67347 -124
664 2 -0.96 -0.67347 -124
665 2 -0.96 -0.67347 -124
666 2 -0.96 -0.68705 17
667 2 -0.96 -0.68705 17
668 2 -0.96 -0.68705 17
669 2 -0.96 -0.68705 17
670 2 -0.96 -0.68705 17
671 2 -0.96 -0.68705 17
672 2 -0.96 -0.68705 17
673 2 -0.94 -0.698074 40
674 2 -0.94 -0.698074 40
675 2 -0.92 -0.698074 40
676 2 -0.92 -0.698074 40
677 2 -0.92 -0.698074 40
678 2 -0.92 -0.698074 40
679 2 -0.92 -0.698074 40
680 2 -0.92 -0.707787 -32
681 2 -0.9 -0.707787 -32
682 2 -0.9 -0.707787 -32
683 2 -0.9 -0.707787 -32
684 2 -0.9 -0.707787 -32
685 2 -0.9 -0.707787 -32
686 2 -0.9 -0.707787 -32
687 2 -0.9 -0.707787 -32
688 2 -0.9 -0.718643 -53
689 2 -0.88 -0.718643 -53
690 2 -0.88 -0.718643 -53
691 2 -0.88 -0.718643 -53
692 2 -0.88 -0.718643 -53
693 2 -0.88 -0.718643 -53
694 2 -0.88 -0.718643 -53
695 2 -0.88 -0.718643 -53
696 2 -0.86 -0.728302 -80
697 2 -0.86 -0.728302 -80
698 2 -0.86 -0.728302 -80
699 2 -0.86 -0.728302 -80
700 2 -0.86 -0.728302 -80
701 2 -0.86 -0.728302 -80
702 2 -0.86 -0.728302 -80
703 2 -0.86 -0.728302 -80
704 2 -0.86 -0.738495 14
705 2 -0.84 -0.738495 14
706 2 -0.84 -0.738495 14
707 2 -0.84 -0.738495 14
708 2 -0.84 -0.738495 14
709 2 -0.84 -0.738495 14
710 2 -0.84 -0.738495 14
711 2 -0.84 -0.738495 14
712 2 -0.84 -0.748413 -14
713 2 -0.82 -0.748413 -14
714 2 -0.82 -0.748413 -14
715 2 -0.82 -0.748413 -14
716 2 -0.82 -0.748413 -14
717 2 -0.82 -0.748413 -14
718 2 -0.82 -0.748413 -14
719 2 -0.82 -0.748413 -14
720 2 -0.8 -0.75766 -89
721 2 -0.8 -0.75766 -89
722 2 -0.8 -0.75766 -89
723 2 -0.8 -0.75766 -89
724 2 -0.8 -0.75766 -89
725 2 -0.78 -0.75766 -89
726 2 -0.78 -0.75766 -89
727 2 -0.78 -0.75766 -89
728 2 -0.78 -0.766335 -80
729 2 -0.76 -0.766335 -80
730 2 -0.76 -0.766335 -80
731 2 -0.76 -0.766335 -80
732 2 -0.76 -0.766335 -80
733 2 -0.76 -0.766335 -80
734 2 -0.76 -0.766335 -80
735 2 -0.76 -0.77507 -9
736 2 -0.74 -0.77507 -9
737 2 -0.74 -0.77507 -9
738 2 -0.74 -0.77507 -9
739 2 -0.74 -0.77507 -9
740 2 -0.74 -0.77507 -9
741 2 -0.74 -0.77507 -9
742 2 -0.74 -0.781677 8
743 2 -0.72 -0.781677 8
744 2 -0.72 -0.781677 8
745 2 -0.72 -0.781677 8
746 2 -0.72 -0.781677 8
747 2 -0.72 -0.781677 8
748 2 -0.72 -0.781677 8
749 2 -0.72 -0.788857 -53
750 2 -0.7 -0.788857 -53
751 2 -0.7 -0.788857 -53
752 2 -0.7 -0.788857 -53
753 2 -0.7 -0.788857 -53
754 2 -0.7 -0.788857 -53
755 2 -0.7 -0.788857 -53
756 2 -0.7 -0.795708 -85
757 2 -0.68 -0.795708 -85
758 2 -0.68 -0.795708 -85
759 2 -0.68 -0.795708 -85
760 2 -0.66 -0.795708 -85
761 2 -0.66 -0.795708 -85
762 2 -0.66 -0.795708 -85
763 2 -0.64 -0.802383 -117
764 2 -0.64 -0.802383 -117
765 2 -0.64 -0.802383 -117
766 2 -0.64 -0.802383 -117
767 2 -0.64 -0.802383 -117
768 2 -0.64 -0.802383 -117
769 2 -0.64 -0.802383 -117
770 2 -0.64 -0.802383 -117
771 2 -0.62 -0.80687 67
772 2 -0.62 -0.80687 67
773 2 -0.62 -0.80687 67
774 2 -0.62 -0.80687 67
775 2 -0.62 -0.80687 67
776 2 -0.62 -0.80687 67
777 2 -0.62 -0.80687 67
778 2 -0.62 -0.80687 67
779 2 -0.6 -0.812378 -43
